bom_style,mapped_to,match_type
FLF500-18/PDC,,unmapped
2027-2.5/MVS1,2027-2.5,base_code
C1B3369/2,C1B3369,base_code
C1B3993/1,C1B3993,base_code
AM0051/0,,unmapped
BK 8169/11600,BK8169,base_code
CF1025/0,,unmapped
CT2980/1,CT2980,base_code
CT2812/1,CT2812,base_code
BK 8205/00300,BK8205,base_code
3000070213/1,,unmapped
BK 4822/F28A,,unmapped
7901/B,,unmapped
CT3017/1A,CT3017,base_code
CT2912/3,CT2912,base_code
CT2661/1C,CT2661,base_code
C1B4440-42/1L,C1B4440-42,base_code
C4T3488/FEC1,C4T3488,base_code
CT2805/1,CT2805,base_code
C1B4081A/1,C1B4081A,base_code
CT4789A/1,,unmapped
AM0046/0,,unmapped
CT4792A/1,,unmapped
C1B4055/1,C1B4055,base_code
BK 8361/0,,unmapped
CT2131/3,,unmapped
C878-12/0,,unmapped
FF 10008/0011A,FF10008,base_code
CEE4128/1,,unmapped
C1B4428A/1L,C1B4428A,base_code
N890/T,,unmapped
BK 8466/B,,unmapped
CT2887/2,CT2887,base_code
CF5264/0,CF5264,base_code
CF5497/0,CF5497,base_code
CT2923/1,CT2923,base_code
C4T3601/FER1,C4T3601,base_code
4000296280/0,,unmapped
BK 8355/0,,unmapped
BK 8243/0,,unmapped
CK309T14L/P,CK309T14L,base_code
CF1016/0,,unmapped
GG6028-M/0,,unmapped
CEE4407A/1,CEE4407A,base_code
CT2550/1,,unmapped
CFJ4453A/1,CFJ4453A,base_code
CT2556/1LA,CT2556,base_code
FF 10006/0003A,FF10006,base_code
C878-20/0,,unmapped
BK 8388/0,,unmapped
CF5170/0,CF5170,base_code
CF1003G/0,,unmapped
AM0034/5H,,unmapped
CF5444/0,CF5444,base_code
C1B4543-42/1,C1B4543-42,base_code
C1B3367/1,C1B3367,base_code
C1B4639A/2,C1B4639A,base_code
C1B3923/1,C1B3923,base_code
C1B4634A/1,C1B4634A,base_code
SK5618Q/BMV,,unmapped
C2B4262A/1,C2B4262A,base_code
BK 8431/0,,unmapped
CF5267/0,CF5267,base_code
13124/01A,,unmapped
MK3818Q/R26BP,,unmapped
FF 10008/0003,FF10008,base_code
BK 8515/0,,unmapped
CF5505/0,CF5505,base_code
C1B3573/1,,unmapped
CEE4750A/1,CEE4750A,base_code
CT2994/1,,unmapped
CEE2745/1UT,CEE2745,base_code
CT1037/4P,CT1037,base_code
DOGBED1/1,,unmapped
SF01006-V/4599,,unmapped
CF5049N/0,CF5049N,base_code
CT22116/1P,CT22116,base_code
BK 7149/0,,unmapped
107839/3326E,,unmapped
C1B3803/1,C1B3803,base_code
CF5439/0,CF5439,base_code
BK 8434/M,,unmapped
AM0039/TT,,unmapped
CT2831/2A,CT2831,base_code
CF5282/0,CF5282,base_code
CT2751/1,CT2751,base_code
MK3820K/R26S,,unmapped
AM0029/L,,unmapped
C4T3790/TT1,C4T3790,base_code
AM0061/CTRL,,unmapped
BK 8172/0,,unmapped
BK 8330/V,,unmapped
CT4776/0,CT4776,base_code
JQL9000/UI,,unmapped
CEE4504A/1,CEE4504A,base_code
CEE4525A/1,CEE4525A,base_code
CF5112/0,CF5112,base_code
2140372/I,2140372,base_code
DC3958/0,,unmapped
19387/0,,unmapped
CT1483/2A,CT1483,base_code
FF25002/0005,FF25002,base_code
BK 8279/12322,BK8279,base_code
CT2398/2D,,unmapped
C5T4366A/1,C5T4366A,base_code
CMR3639/5,CMR3639,base_code
CF5075/0,CF5075,base_code
FJORDSTR-480/1,,unmapped
C1B4229A/2REP,C1B4229A,base_code
CT3099/1,CT3099,base_code
CMJ3161/1,CMJ3161,base_code
DC4013/0,,unmapped
CT22106/1NC,CT22106,base_code
C1B3899/1,C1B3899,base_code
BK 8300/0,,unmapped
C1B3555/1,C1B3555,base_code
CMR3638/5,CMR3638,base_code
CT1397/6MMP,,unmapped
TN-647-01/I,,unmapped
CT2934/1C,CT2934,base_code
BK 8253/0,,unmapped
FF25000/0004,FF25000,base_code
CT4090/TT2,CT4090,base_code
CT4651/0,CT4651,base_code
16438/01A,,unmapped
CEE3733/1,CEE3733,base_code
BK 8334/3,,unmapped
BK 8411/0,,unmapped
CT1001/UU,,unmapped
CF5321/F1925,CF5321,base_code
BK 8472/0,,unmapped
CEE4532A/1,CEE4532A,base_code
CT2943/CTT1,CT2943,base_code
CF1088/0,CF1088,base_code
C1B3645/1,,unmapped
CT2335/01,,unmapped
C1B3194/3,C1B3194,base_code
CT2584/2,,unmapped
BK 8551/0,,unmapped
FF 10006/0001A,FF10006,base_code
C1B4291A/1,C1B4291A,base_code
C1B3390/1,C1B3390,base_code
SK4020T/MVSV,,unmapped
BK 6366/F2,,unmapped
3000070268/2,,unmapped
BK 8446/2,,unmapped
CT2739/1M,CT2739,base_code
CEE4097C/1,CEE4097C,base_code
CT2891/1,CT2891,base_code
CEE4318A/1,CEE4318A,base_code
CF5077/0,CF5077,base_code
C1B4270A/1D,C1B4270A,base_code
CT2786/1L,CT2786,base_code
CEE4451A/1,CEE4451A,base_code
CT22120/2,CT22120,base_code
CEE3273/5,CEE3273,base_code
CEE4227A/1,CEE4227A,base_code
CF5473/0,CF5473,base_code
CT2671/3,,unmapped
CT2238/1DNK,CT2238,base_code
BK 8417/0,BK8417,base_code
C1B4523A/1,C1B4523A,base_code
DC3984/0,,unmapped
BK 8416/0,,unmapped
C1B3194/1D,C1B3194,base_code
BK 8350/0,,unmapped
CT22152/1,CT22152,base_code
C1B4446A/1,C1B4446A,base_code
CT1906/2A,CT1906,base_code
C1B4034/1,C1B4034,base_code
CMR3373/4,CMR3373,base_code
BK 8190/0,,unmapped
CT1683/2,CT1683,base_code
910000/STRW,,unmapped
JL2060FR/FI,,unmapped
BK 8169/11500,BK8169,base_code
C1B3626/1,C1B3626,base_code
CT2606/1,,unmapped
C1B3195/1A,C1B3195,base_code
C897/12,,unmapped
CT2992/3,,unmapped
C1B3941/1D,C1B3941,base_code
BK 8238/08300,,unmapped
CT3003/4,CT3003,base_code
CT3054/1,CT3054,base_code
CF1001B/0,,unmapped
CT2388/1,,unmapped
C1B4016/1,C1B4016,base_code
C2B3262/1,C2B3262,base_code
CF5019/0,CF5019,base_code
BK 8159/01,,unmapped
CF5256/0,CF5256,base_code
BK 8084/B,,unmapped
CF5320/20TF,CF5320,base_code
C1B3548/1,C1B3548,base_code
GG6019-NA/0,GG6019-NA,base_code
BK 8446/0,,unmapped
CSP3465/1,CSP3465,base_code
CEE4302A/1,CEE4302A,base_code
CT2309/1A,CT2309,base_code
CT3000/1,CT3000,base_code
FLF602/PDCL,,unmapped
C2B4459A/1,C2B4459A,base_code
BK 8402/0,,unmapped
CEE3355/1,CEE3355,base_code
C7T3291/TT1,C7T3291,base_code
CT22108/1AP,CT22108,base_code
3000129718/0,,unmapped
CMR3639/4,CMR3639,base_code
BK 7486/09730,,unmapped
FF 10006/0003,FF10006,base_code
CT2792/1A,CT2792,base_code
C1B4438A/1,C1B4438A,base_code
SK4020T/BB,,unmapped
CEE3314/1,CEE3314,base_code
CT2576/1A,CT2576,base_code
C1B4384A/1,C1B4384A,base_code
C1B3971/2,C1B3971,base_code
C4T4347A/1,C4T4347A,base_code
C1B4223A/1,C1B4223A,base_code
AM0003/7,,unmapped
CT2924/1,CT2924,base_code
BK 8209/0,,unmapped
C1B4273A/1,C1B4273A,base_code
CT2602/CBD1W,,unmapped
CF5226/0,CF5226,base_code
DK-2832/02,,unmapped
5050-4/PSUDO,,unmapped
BK 8450/0,,unmapped
C1B3994/1,C1B3994,base_code
CF5321/M2125,CF5321,base_code
19490/0,,unmapped
CT1397/6N,,unmapped
CEE3065/2L,CEE3065,base_code
19001/01E1,,unmapped
CF5313/0,CF5313,base_code
CT2913/2C,CT2913,base_code
CT2606/3,,unmapped
CT2442/TT1,,unmapped
BK 8474/0,,unmapped
P-J-794/0,P-J-794,base_code
CF5490/B,CF5490,base_code
C1B4461A/1,C1B4461A,base_code
CF5257/0,CF5257,base_code
CEE4300A/1,CEE4300A,base_code
C1B3306/2,C1B3306,base_code
15584/01D,,unmapped
FF 20000/0004,FF20000,base_code
CMJ3164/10,CMJ3164,base_code
CT2703/1,,unmapped
C1B3194/7,C1B3194,base_code
C897-19/0,,unmapped
BK 4148F/0,,unmapped
C685-04/0,,unmapped
P-SP-3181/0,,unmapped
CEE3228/1,,unmapped
GLACIERSTR-450/1,,unmapped
CT1727/4,CT1727,base_code
C1B3765/1,C1B3765,base_code
BK 8510/0,,unmapped
BK 8564/0,,unmapped
BK 8274/1,,unmapped
C1B3823/1,C1B3823,base_code
C1B3922/1,C1B3922,base_code
CF5336/0,CF5336,base_code
BK 8387/0,,unmapped
PFR-J-1893/0,,unmapped
CT3051/1,CT3051,base_code
BK 8390/0,,unmapped
CT2608/1,CT2608,base_code
C1B4748A/3,C1B4748A,base_code
SB40360/8015,,unmapped
C1B4038/1T,C1B4038,base_code
BK 8539/TONG,,unmapped
3000070279/0,,unmapped
CT3111/3,CT3111,base_code
210722/1,210722,base_code
GLACIER-270/1,,unmapped
C1B3678/1O,C1B3678,base_code
CF5276/0,CF5276,base_code
C1B3399/1,C1B3399,base_code
C7T3292A/TT1,,unmapped
CEE4693A/1,CEE4693A,base_code
C1B4559A/1,C1B4559A,base_code
CF5247/0,CF5247,base_code
CF5258/0,CF5258,base_code
CT22151/1D,CT22151,base_code
CF5069/0,CF5069,base_code
BK 8271B/1,,unmapped
C0332F/FX2,,unmapped
MK1001/01,,unmapped
C1B4014/1AT,C1B4014,base_code
71246/PP,71246,base_code
C1B3995/1,C1B3995,base_code
Q037/0,,unmapped
CEE4466A/1,CEE4466A,base_code
CT22111/2D,CT22111,base_code
SK3024T/BB,,unmapped
DC3375/0,,unmapped
N758/0,,unmapped
3000070241/0,,unmapped
C1B4026/2,C1B4026,base_code
C2B4263A/1,C2B4263A,base_code
3000070135/0,,unmapped
CEE3618/1,CEE3618,base_code
CF5321/NOV12,CF5321,base_code
C1B3536/1,,unmapped
CT3146/1,CT3146,base_code
C5T3335/TT4,C5T3335,base_code
DC3954/0,,unmapped
6191/3630L,6191,base_code
C1B3587/1,C1B3587,base_code
C1B4312A/2RECA,C1B4312A,base_code
F38832/0,F38832,base_code
3009OW/0,3009OW,base_code
BK 7486/4091,,unmapped
C1B3198/1PP,C1B3198,base_code
CF5309/0,CF5309,base_code
1474/0,,unmapped
C4T4456A/1,C4T4456A,base_code
2140477/0,2140477,base_code
C1B3438/1,C1B3438,base_code
CMJ3163/9,CMJ3163,base_code
CF5427/0,CF5427,base_code
CT2222/1TCL,CT2222,base_code
CMR3672/2,CMR3672,base_code
DFF446J/P,DFF446J,base_code
CF5193/B,CF5193,base_code
BK 8169/11700,BK8169,base_code
4000292760/J,,unmapped
FF78/008,,unmapped
CEE4486A/1,CEE4486A,base_code
1SM0824-65/0,1SM0824-65,base_code
CT2989/2,,unmapped
C0383F/1,,unmapped
CF2001/0,CF2001,base_code
CT2540/3A,CT2540,base_code
C1B3197/2,C1B3197,base_code
DC4036/0,,unmapped
BK 6341/F2B,,unmapped
C1B3875/1,C1B3875,base_code
CF5440/0,,unmapped
AM0003/10,,unmapped
CEE3185/2,CEE3185,base_code
3000070136/0,,unmapped
AM0018/LC,,unmapped
CF5048/0,CF5048,base_code
FF78/000,,unmapped
C4T3360/TT1,C4T3360,base_code
H39042/R,H39042,base_code
BK 8561/T,,unmapped
FF 10008/0014B,FF10008,base_code
16901/01A,,unmapped
C1B4114A/1,C1B4114A,base_code
C2B3237/3L,C2B3237,base_code
CF5524/0,CF5524,base_code
18719/01A,18719,base_code
C1B3518/1,C1B3518,base_code
CT2675/1,,unmapped
BK 3785R/0,,unmapped
15544/01A,,unmapped
BK 8549/0,,unmapped
C2B3112/3,C2B3112,base_code
TTNA1/0,,unmapped
C1B3768/2,C1B3768,base_code
C7T4345A/1,C7T4345A,base_code
CT2531/2,,unmapped
BK 8312/0,,unmapped
911601/TC75,911601,base_code
CT22110/1L,CT22110,base_code
C1B4279A/1,C1B4279A,base_code
C0313F/BU,,unmapped
BK 8262/0,BK8262,base_code
C1B4384A/3,C1B4384A,base_code
CF5335/NAT1,CF5335,base_code
CT1577/GS1M,CT1577,base_code
SF00950/6621K,,unmapped
CMR3777/1,CMR3777,base_code
3000070228/0,,unmapped
CEE3264/1C,CEE3264,base_code
CF5097/0,CF5097,base_code
C1B3211/1,C1B3211,base_code
DC1267BV/C,,unmapped
CT22107/1C,CT22107,base_code
BK 8394/1,,unmapped
C4T3412/TT1,C4T3412,base_code
C5T3218/TT1,C5T3218,base_code
C1B3914/1,C1B3914,base_code
BK 8548-KD/3,,unmapped
CEE4435A/4,CEE4435A,base_code
BK 8205/C03,BK8205,base_code
CF5316/0,CF5316,base_code
MK3018PCTD/0,,unmapped
C2B3243/1,C2B3243,base_code
CF5358/0,CF5358,base_code
BK 6340/F2AB,,unmapped
CEE2746/1UU,CEE2746,base_code
CT2498/2,,unmapped
FF 10006/0004A,FF10006,base_code
GG6020-BK/0,GG6020-BK,base_code
CT2911/1,CT2911,base_code
CT2792/1B,CT2792,base_code
3000070171/0,,unmapped
CT2802/1,CT2802,base_code
C1B4054/1,C1B4054,base_code
C1B3944/1,C1B3944,base_code
GG6019-BK/BKV,GG6019-BK,base_code
BK 8459/0,,unmapped
AMER220010/1,,unmapped
BK 8201/90622,,unmapped
C1B4654AA/12SKK,C1B4654AA,base_code
2140390/B,2140390,base_code
CEE3617/1,CEE3617,base_code
SK5618Q/MVSV,,unmapped
C1B4023/1,C1B4023,base_code
CF5205/0,CF5205,base_code
C1B3278/1,C1B3278,base_code
CF5314/0,CF5314,base_code
CT22114/1C,CT22114,base_code
C1B4152A/1,C1B4152A,base_code
CT22114/2,CT22114,base_code
CF6020-TI/0,CF6020-TI,base_code
N723/MO,,unmapped
CEE4473A/1,CEE4473A,base_code
CF5046/0,CF5046,base_code
80393D/B,80393D,base_code
C1B3515/1,C1B3515,base_code
DFF3793R/N1,DFF3793R,base_code
28G ELC TEST/1,,unmapped
BK 8205/34180,BK8205,base_code
IC HE602/0,,unmapped
BK 8225/0,,unmapped
BK 8479/0,,unmapped
CT1703/TT3S,CT1703,base_code
17418/01A,,unmapped
C4T3788/XFP1,C4T3788,base_code
C1B3517/1,C1B3517,base_code
CEE3352/1,CEE3352,base_code
CT2458/1,,unmapped
DC3904/0,,unmapped
CT2974/1,CT2974,base_code
CSP3656/2,CSP3656,base_code
2040072/0,2040072,base_code
C1B3743A/1,C1B3743A,base_code
TN-638-01/0,,unmapped
CT2535/1B,CT2535,base_code
CF5299/0,CF5299,base_code
C1B4012/2,C1B4012,base_code
C1B3801/1,C1B3801,base_code
CT2234/1,,unmapped
BK 8478/0,,unmapped
CT2372/1,,unmapped
CEE2839/18S,CEE2839,base_code
MK3018T/R26,,unmapped
CF5443/0,CF5443,base_code
C1B3941/1C,C1B3941,base_code
SF01022/8171S,,unmapped
CEE4395A/1,CEE4395A,base_code
CT2723/1,CT2723,base_code
DK-2832/01,,unmapped
C1B3854/1,C1B3854,base_code
R39394/0,,unmapped
CT2984/TT2,CT2984,base_code
CT2427/2,,unmapped
CT2303/1,,unmapped
C1B4615A/1,C1B4615A,base_code
3000070247/0,,unmapped
C1B4167A/1E,C1B4167A,base_code
16701/01A,,unmapped
AM0018/TT,,unmapped
CT2983/2,CT2983,base_code
CT2935/1M,CT2935,base_code
C8B4250A/1,C8B4250A,base_code
BK 8446/12,,unmapped
CT2434/R,,unmapped
C1B3306/3M,C1B3306,base_code
CT2800/1,CT2800,base_code
CT2976/1,CT2976,base_code
CT0825/1OPU,,unmapped
BK 8291/0,,unmapped
C1B4748A/1,C1B4748A,base_code
C1B3252/1,,unmapped
CEE3433/1,CEE3433,base_code
CT2601/2,,unmapped
CEE3928/4,CEE3928,base_code
SK5620K/BMV,,unmapped
BK 4148D/0,,unmapped
CT1649/2CL,CT1649,base_code
C1B3369/1,C1B3369,base_code
CF5371/0,CF5371,base_code
CK3813K/0,,unmapped
CF5448/0,CF5448,base_code
CSP3656/1K,CSP3656,base_code
CF5400B/0,CF5400B,base_code
SF76940-NS/0,,unmapped
3000136085/0,,unmapped
C4T3759/FER1,C4T3759,base_code
4000296279/0,,unmapped
C1B3784/1,C1B3784,base_code
C2B3353/1,,unmapped
CEE4617A/1,CEE4617A,base_code
CF5267-HVY/0,CF5267-HVY,base_code
C1B3976/1,C1B3976,base_code
BK 8169/D11,BK8169,base_code
CT2604/3,CT2604,base_code
CF5246/0,CF5246,base_code
CT2694/2,,unmapped
CT22155/2N,CT22155,base_code
AM0017/T,,unmapped
CF5139/0,CF5139,base_code
GLACIERSTR-360/1,,unmapped
CF5321/LYC,CF5321,base_code
CT22150/WD,CT22150,base_code
CT2878/1,CT2878,base_code
CT1433/2K,CT1433,base_code
BK 8322/0,BK8322,base_code
191481/0,,unmapped
CT2288/01,,unmapped
C1B4025/1,C1B4025,base_code
CT2422/1,,unmapped
C1B4261A/1,C1B4261A,base_code
C1B4571A/1N,C1B4571A,base_code
CT2525/1,,unmapped
C1B4179A/1,C1B4179A,base_code
1538745/4060O,,unmapped
CEE4784A/1,CEE4784A,base_code
C1B4771A/1,C1B4771A,base_code
DC3978/0,,unmapped
BK 8150/1,,unmapped
C0319F/2646T,,unmapped
C4T3359/TT1,C4T3359,base_code
DC3894/1,,unmapped
C5T4522A/1,C5T4522A,base_code
CT2824/1,CT2824,base_code
C1B3964/1H,C1B3964,base_code
CF6019-NA/0,CF6019-NA,base_code
FF 25002/0003,FF25002,base_code
BK 8163/01,,unmapped
CEE2749/1U,CEE2749,base_code
CT2892/1,CT2892,base_code
BK 6643/0,,unmapped
BK 8495OW/0,,unmapped
BARCELONASTR-450/1,,unmapped
C03102F/B72,,unmapped
CT3003/1,CT3003,base_code
CF5515/0,CF5515,base_code
CMJ3162/3,CMJ3162,base_code
CT22121/1C,CT22121,base_code
C1B3701/1,C1B3701,base_code
CT2531/1,,unmapped
BK 8359/0,,unmapped
AM0037/T3,,unmapped
FLF465/1LG,,unmapped
C1B3691/1,C1B3691,base_code
CT4136/0,CT4136,base_code
CF2014/0,CF2014,base_code
CEE4521A/1,,unmapped
CT3018/1AP,CT3018,base_code
CT3122/1,CT3122,base_code
16783/01A,,unmapped
C1B4387A/1,C1B4387A,base_code
CT2491/1N,,unmapped
CF5326/0,CF5326,base_code
C1B4514A/1,,unmapped
3000070276/1,,unmapped
CT2619/1,,unmapped
CF1045/0,,unmapped
N816/0,,unmapped
C1B4356A/1,C1B4356A,base_code
2027-2.9/B,2027-2.9,base_code
C0386F/0,,unmapped
CF5327/0,CF5327,base_code
C1B4429A/1,C1B4429A,base_code
CT2995/1,,unmapped
CEE4088A/1T,CEE4088A,base_code
CT2781/1,CT2781,base_code
CF1096/0,,unmapped
BK 8550/0,,unmapped
CF5250/0,CF5250,base_code
16773/01A,,unmapped
CT2691/1A,CT2691,base_code
C1B3413/1,C1B3413,base_code
CT2580/1,,unmapped
C1B3469/1,C1B3469,base_code
BK 8368/0,,unmapped
CT22111/1D,CT22111,base_code
CT2507/2,,unmapped
CEE4624A/1,,unmapped
CF5290/0,CF5290,base_code
C1B3987C/1DL,C1B3987C,base_code
CT2402/1,CT2402,base_code
C1B3688/1,C1B3688,base_code
CK3813K14L/P,,unmapped
BK 8419/0,BK8419,base_code
CT22102/1A,CT22102,base_code
FLF401-10/0,,unmapped
CEE3264/2,CEE3264,base_code
CEE3581/2,CEE3581,base_code
12636/01Y,,unmapped
AM0005/0,,unmapped
C1B3727/1,C1B3727,base_code
CT4091/1,CT4091,base_code
C1B4012/1,C1B4012,base_code
DC3959/0,,unmapped
DC3969/0,,unmapped
FL2664/LU,,unmapped
1000B/AA,,unmapped
13287/01A,,unmapped
C1B3428/1,C1B3428,base_code
CEE3919/1,CEE3919,base_code
CF1094/1,,unmapped
C1B4653A/1,C1B4653A,base_code
CF5425/0,CF5425,base_code
BK 8273T/L,,unmapped
CT2876/1L,CT2876,base_code
CT2655/1U,CT2655,base_code
BK 8445/0,,unmapped
C1B4433A/1,C1B4433A,base_code
CEE4092A/2,CEE4092A,base_code
CEE3273/1,CEE3273,base_code
C1B3965/5,C1B3965,base_code
CF5212/0,CF5212,base_code
CT0481/1A,CT0481,base_code
JC24/5,JC24,base_code
C4T4476A/1,C4T4476A,base_code
CF1089/0,,unmapped
CT22103/1U,CT22103,base_code
CF1030/0,,unmapped
R41985/0,,unmapped
BK 8323/0,,unmapped
BK 8486/0,,unmapped
CMR3891/2,CMR3891,base_code
CEE3389/1,CEE3389,base_code
CT2671/1,,unmapped
CT2113/2KY3U,CT2113,base_code
CF5252/0,CF5252,base_code
CT2655/1L,CT2655,base_code
CK 8311/0,,unmapped
CT2717/TT1,CT2717,base_code
CF5468/0,CF5468,base_code
CT2777/1,CT2777,base_code
CEE3543/2,CEE3543,base_code
BK 8461/0,,unmapped
FF 10006/0004,FF10006,base_code
19001/01A,,unmapped
BK 8176/1,,unmapped
CT2386/0,,unmapped
1540009/5254X,,unmapped
CT3007/1,CT3007,base_code
CT2725/2,CT2725,base_code
C1B4014-42/1AT,C1B4014-42,base_code
DC3983/BK,,unmapped
CT2364/1,,unmapped
CT2714/1,CT2714,base_code
AM0030/0,,unmapped
AM0034/T,,unmapped
BK 8244/0,,unmapped
BK 8475-56/MNH,,unmapped
BK 8553/0,,unmapped
RB20/4,RB20,base_code
16768/01AD,16768,base_code
CEE3927/1,,unmapped
C0407F/4,,unmapped
CEE3755/1,CEE3755,base_code
BK 8197/0,,unmapped
CT22114/1P,CT22114,base_code
1629/I,,unmapped
C03102F/BEB,,unmapped
C1B4639A/1,C1B4639A,base_code
CT1483/2,CT1483,base_code
AM0043/OW,,unmapped
CT2898/1,CT2898,base_code
C1B3171/1,,unmapped
CEE3065/2D,CEE3065,base_code
CT2985/TT1,CT2985,base_code
CT4650/0,CT4650,base_code
CT2510/1,,unmapped
CEE4009/1,CEE4009,base_code
SF00371/6626I,,unmapped
C1B4007/1,C1B4007,base_code
BK 8514/0,,unmapped
CMJ3163/10,CMJ3163,base_code
BK 8256/0,,unmapped
C1B4635A/1,C1B4635A,base_code
MK3818PCQK/30,,unmapped
BK 8469/0,,unmapped
DC3863/1,,unmapped
C1B2953/2,C1B2953,base_code
FF 25002/0009,FF25002,base_code
CEE3837/1M,CEE3837,base_code
CEE2840/1TK,CEE2840,base_code
CT2654/1,,unmapped
CEE4298A/1,CEE4298A,base_code
DC3837/0,,unmapped
C952/11,,unmapped
BK 8405/PB,,unmapped
IPP525/2,IPP525,base_code
CT1951/4,,unmapped
CT2830/1,CT2830,base_code
CT3066/1,CT3066,base_code
CK3013Q14L/0,,unmapped
CF1058/1,CF1058,base_code
BK 4238/0,BK4238,base_code
CEE2838/1U,CEE2838,base_code
CT3101/1P,CT3101,base_code
CF1087/0,,unmapped
H39041/R,H39041,base_code
BK 8187/30410,BK8187,base_code
3000070224/1,,unmapped
4000296279/M,,unmapped
CT1433/1TK,CT1433,base_code
CT2877/1,CT2877,base_code
BK 8341/0,,unmapped
FF 10008/0003A,FF10008,base_code
4000292760/0,,unmapped
CT1838/1B,,unmapped
CF1029/0,,unmapped
15547/01A,,unmapped
BK 8505/0,,unmapped
FF 10008/0004,FF10008,base_code
C1B4609A/1,C1B4609A,base_code
C4T3577-42/EFP1X,C4T3577-42,base_code
CT2935/1C,CT2935,base_code
AM0038/0,,unmapped
CF5389/0,CF5389,base_code
CEE4293A/1,CEE4293A,base_code
860000/3/70PUC,,unmapped
CEE4542A/1,,unmapped
CF5302/0,CF5302,base_code
3000070179/1,,unmapped
CEE3521/1,,unmapped
910001/ST2,910001,base_code
CF5501/SLT,CF5501,base_code
C1B2949/1,C1B2949,base_code
CT0822/1U,,unmapped
CMR3639/3,CMR3639,base_code
CEE3401/1,CEE3401,base_code
C1B2946/2T,C1B2946,base_code
BK 8566/0,,unmapped
CT2661/1A,CT2661,base_code
CF5224/0,CF5224,base_code
P-R-625/01,,unmapped
BK 8422/0,,unmapped
C2B3615D/KD,,unmapped
CT2435/1,,unmapped
C1B3199-42/1P,C1B3199-42,base_code
P-SP-3181/A,,unmapped
C1B3227/1,C1B3227,base_code
BK 8210/0,,unmapped
BK 6720/F,,unmapped
CEE2838/1IN,CEE2838,base_code
CF5431/0,CF5431,base_code
CT3685/1,CT3685,base_code
SK5615F/V,,unmapped
CMR3639/4A,CMR3639,base_code
1028/0,,unmapped
C0319F/0,,unmapped
BK 8493/0,,unmapped
CEE3155/1,CEE3155,base_code
CF5037/0,CF5037,base_code
BK 8369/0,,unmapped
C1B4408A/1,C1B4408A,base_code
C5T3335/TT3,C5T3335,base_code
CF5500/TUB,CF5500,base_code
CF5013/0,CF5013,base_code
CF1037/0,CF1037,base_code
C2B3243/2,C2B3243,base_code
CEE3471/1,CEE3471,base_code
911601/TCFAB,911601,base_code
AMER220001/1C,AMER220001,base_code
C1B3941/1U,C1B3941,base_code
CT22103/1LN,CT22103,base_code
CK309T/0,,unmapped
CT2988/3,,unmapped
C1B4477A/1,C1B4477A,base_code
C1B4308A/1,C1B4308A,base_code
CF5441/0,CF5441,base_code
CT22000-5/0,,unmapped
CT3073/TT1,,unmapped
C1B3853/1,C1B3853,base_code
CT1495/3L,,unmapped
GG6026-HV/0,GG6026-HV,base_code
CT1991/13,CT1991,base_code
CT2555/1,,unmapped
3000245469/0,,unmapped
C2B3221/1,C2B3221,base_code
CEE3228/2,,unmapped
BK 8273/N,,unmapped
C1B4760A/3,C1B4760A,base_code
C1B4652A/1,C1B4652A,base_code
C4T3510/TT1,C4T3510,base_code
FF 10008/0002,FF10008,base_code
C1B4468A/1L,C1B4468A,base_code
FF 10008/0010,FF10008,base_code
CF5005/0,CF5005,base_code
C1B3836/1,,unmapped
CT2510/2,,unmapped
CT2581/2,,unmapped
MK3820K/R26,,unmapped
C1B3918/1,C1B3918,base_code
CF5087/0,CF5087,base_code
CT2527/1,,unmapped
CT2895/1,CT2895,base_code
CF5241/0,CF5241,base_code
CT2876/1B,CT2876,base_code
CT2674/1,,unmapped
CEE3274/1,CEE3274,base_code
CTF3138/1,CTF3138,base_code
CT2653/5,CT2653,base_code
CMR4067/1,CMR4067,base_code
CSP3265/3,CSP3265,base_code
FLF300/20PDC,,unmapped
CMR4067/1B,CMR4067,base_code
C2B3590/1,C2B3590,base_code
CT3040/4,CT3040,base_code
ML7051/1,,unmapped
CEE3541/1,,unmapped
CT2540/2,CT2540,base_code
CF5254/0,CF5254,base_code
CEE3461/1,CEE3461,base_code
C1B3231/1,C1B3231,base_code
CEE3838/2,CEE3838,base_code
C2B3483/1D,C2B3483,base_code
BK 8169/C03,BK8169,base_code
C1B4095A/1M,C1B4095A,base_code
CT2004/2,,unmapped
C1B3370/1,C1B3370,base_code
CT22000-3/1N,,unmapped
CT22007-1/40N,,unmapped
C5T3317/TT1,C5T3317,base_code
4000169789/B,,unmapped
CEE4397A/2,CEE4397A,base_code
CF5286/0,CF5286,base_code
125792/0,125792,base_code
C0404F/0,,unmapped
CT2608/2,CT2608,base_code
CT2515/2,,unmapped
DC3979/0,,unmapped
CT0712/TT1A,CT0712,base_code
DKC-1000-5/0,,unmapped
BK 8415/3LC2,,unmapped
C0383F/0,,unmapped
BK 8265/0,,unmapped
CF5133/0,CF5133,base_code
CF5060/0,CF5060,base_code
BK 8318/0,,unmapped
BK 8187/10490,BK8187,base_code
CEE3580/1,CEE3580,base_code
BARCELONASTR-415/1,,unmapped
CT2537/1,,unmapped
180000/1,,unmapped
TEX1079/0,TEX1079,base_code
16774/01A,,unmapped
CT2988/5,,unmapped
C1B4362A/1,C1B4362A,base_code
BK 6341/F2AB,,unmapped
CT3125/1,CT3125,base_code
CEE3928/1,CEE3928,base_code
CT2998/3,CT2998,base_code
